make,fuel_type,body_style,engine_size,horsepower,curb_weight,price
Honda,Diesel,Hatchback,336,297,2627,40877
Honda,Gasoline,Sedan,169,69,2603,23570
Honda,Diesel,Sedan,143,57,3161,17482
Honda,Diesel,SUV,299,107,3445,39318
Honda,Gasoline,Hatchback,251,95,3838,38414
Honda,Diesel,Sedan,185,80,3080,26040
BMW,Gasoline,Hatchback,118,291,3585,18407
BMW,Diesel,Hatchback,200,298,3009,38305
BMW,Gasoline,SUV,194,142,2070,19166
BMW,Diesel,Hatchback,353,289,2910,11572
Honda,Diesel,SUV,129,58,3937,38002
Ford,Gasoline,Sedan,348,64,2593,31972
Toyota,Gasoline,Hatchback,132,143,3395,47464
Honda,Diesel,Sedan,328,203,3640,27923
Toyota,Gasoline,Hatchback,111,187,2599,6909
Ford,Gasoline,Sedan,217,78,2513,49918
BMW,Gasoline,Hatchback,254,295,3895,37848
Ford,Gasoline,Hatchback,345,129,2083,7083
Honda,Diesel,Hatchback,346,85,2993,22140
BMW,Diesel,Hatchback,128,133,3066,7670
Honda,Gasoline,Hatchback,260,158,3689,41519
BMW,Gasoline,Hatchback,334,167,2838,49512
Toyota,Gasoline,Hatchback,289,86,3957,43029
Toyota,Gasoline,Hatchback,216,135,2605,19691
Toyota,Diesel,Hatchback,370,120,2809,44620
Ford,Diesel,Sedan,357,200,2132,39262
Honda,Gasoline,SUV,279,218,3418,30595
Ford,Gasoline,Hatchback,271,281,3088,38440
Toyota,Gasoline,SUV,373,142,2289,13630
Honda,Diesel,Hatchback,358,129,2375,36250
Toyota,Gasoline,Hatchback,234,151,2768,33798
Ford,Diesel,Sedan,270,205,2466,48036
Ford,Gasoline,Sedan,309,225,3921,38212
Ford,Diesel,SUV,335,215,3236,46925
Toyota,Gasoline,Sedan,285,208,3171,16982
Honda,Diesel,Sedan,194,63,3596,13655
Honda,Gasoline,SUV,110,166,2470,23582
Toyota,Gasoline,Sedan,167,274,2148,40055
Honda,Gasoline,Hatchback,309,298,2087,49725
Toyota,Diesel,SUV,295,122,3347,9008
Honda,Gasoline,SUV,197,298,3918,49464
BMW,Diesel,Hatchback,192,140,2395,46872
BMW,Diesel,Sedan,121,265,2789,5496
Ford,Gasoline,SUV,271,254,3427,39231
BMW,Gasoline,SUV,233,139,3105,28212
BMW,Gasoline,Hatchback,124,78,3664,25637
BMW,Diesel,Hatchback,284,228,3309,21877
Toyota,Gasoline,Sedan,184,98,3405,22810
BMW,Diesel,SUV,154,220,2864,14884
BMW,Diesel,Sedan,350,269,3815,7723
Ford,Gasoline,Sedan,243,269,3293,9761
BMW,Gasoline,Hatchback,266,121,3315,12630
BMW,Gasoline,SUV,323,264,3476,21375
Honda,Gasoline,SUV,319,270,3738,46509
Ford,Gasoline,SUV,278,182,2023,30218
Ford,Gasoline,Hatchback,218,91,2955,35565
Ford,Diesel,Hatchback,364,184,3886,42118
Ford,Diesel,Hatchback,249,91,2310,37975
Ford,Diesel,Hatchback,314,213,3484,32073
Ford,Gasoline,Hatchback,296,154,3231,9190
Toyota,Diesel,SUV,141,76,3815,6883
BMW,Diesel,Sedan,152,107,3740,7886
Ford,Diesel,SUV,350,95,2663,13953
BMW,Diesel,Sedan,394,115,2437,13381
BMW,Diesel,Hatchback,370,74,3561,28238
Toyota,Gasoline,Sedan,222,122,2705,18795
Ford,Gasoline,SUV,365,166,3359,35428
Honda,Diesel,SUV,128,204,2421,14638
Toyota,Diesel,Sedan,134,178,3773,9931
Honda,Diesel,Hatchback,105,136,2320,47623
BMW,Gasoline,Hatchback,210,123,3520,43492
BMW,Gasoline,SUV,393,219,2586,31411
Toyota,Diesel,Sedan,176,229,2946,25534
Toyota,Gasoline,Hatchback,246,202,3186,41828
Honda,Gasoline,Hatchback,166,231,3834,34181
Ford,Diesel,SUV,107,174,3564,42533
Honda,Gasoline,Hatchback,221,116,3188,24996
Toyota,Gasoline,Sedan,274,55,2848,11553
Honda,Diesel,SUV,278,174,3721,45146
Toyota,Gasoline,SUV,184,107,3589,23073
Honda,Gasoline,Sedan,144,119,3318,12130
Toyota,Diesel,SUV,235,102,2041,34405
Toyota,Gasoline,Hatchback,115,115,3947,40954
Toyota,Gasoline,Hatchback,294,107,3308,10789
Ford,Diesel,Sedan,108,299,2938,33930
Honda,Diesel,Hatchback,114,131,2386,22529
Honda,Diesel,Sedan,201,136,3161,12942
Honda,Gasoline,Sedan,325,51,3210,12548
Toyota,Diesel,Hatchback,377,253,2909,23296
Honda,Gasoline,Sedan,212,199,2715,37244
Honda,Diesel,Hatchback,100,86,2430,5296
Toyota,Gasoline,SUV,365,197,2553,7409
BMW,Diesel,SUV,307,152,3885,39229
Toyota,Diesel,Sedan,209,73,3439,35846
Honda,Diesel,Hatchback,299,161,2799,40036
Toyota,Diesel,Hatchback,111,261,2425,44322
BMW,Gasoline,SUV,287,114,3439,32167
Toyota,Diesel,SUV,253,242,2025,33991
Honda,Diesel,Hatchback,378,258,3394,22801
BMW,Gasoline,Sedan,270,178,2384,12358
Ford,Diesel,SUV,233,166,2055,27588
Honda,Gasoline,Sedan,124,165,3276,22671
BMW,Diesel,Sedan,117,286,2633,22502
BMW,Diesel,SUV,289,271,2105,30128
Ford,Diesel,Sedan,240,154,3153,36645
Toyota,Gasoline,Sedan,142,288,2848,12637
Toyota,Diesel,Hatchback,383,52,2669,5660
Honda,Diesel,Sedan,245,95,2375,46675
Ford,Diesel,Hatchback,191,104,2742,11922
Toyota,Gasoline,SUV,278,124,2966,33161
Ford,Gasoline,SUV,155,265,2307,49721
Toyota,Diesel,Hatchback,254,263,2090,8970
BMW,Gasoline,SUV,259,241,3416,8407
Toyota,Diesel,Sedan,210,285,3557,32843
Ford,Diesel,Sedan,236,94,2801,14046
BMW,Diesel,Sedan,331,203,2109,28800
BMW,Diesel,SUV,319,126,3584,19547
BMW,Diesel,Sedan,167,242,3664,42528
Ford,Diesel,SUV,348,73,2584,36389
Honda,Diesel,Sedan,105,251,2339,35346
Honda,Gasoline,Hatchback,379,84,3588,27748
Honda,Gasoline,SUV,193,73,2978,41855
Ford,Gasoline,SUV,368,77,2355,30848
BMW,Gasoline,Sedan,296,277,3915,12607
Honda,Gasoline,SUV,124,257,2167,41787
Ford,Gasoline,SUV,247,281,2556,38583
Honda,Gasoline,Hatchback,217,65,3475,17563
Toyota,Diesel,Hatchback,165,108,2904,38690
Honda,Diesel,Sedan,274,258,2104,34176
Honda,Diesel,Hatchback,175,292,2149,19925
BMW,Diesel,Sedan,213,231,2145,26251
Ford,Gasoline,Sedan,210,256,2715,22648
BMW,Gasoline,Sedan,348,193,2873,25108
BMW,Diesel,SUV,302,64,2298,15979
BMW,Diesel,Hatchback,246,298,3190,7722
BMW,Gasoline,Sedan,134,275,3736,10355
BMW,Diesel,Hatchback,125,60,2645,33799
Honda,Diesel,Sedan,337,242,2722,40318
BMW,Diesel,Hatchback,113,128,3071,37705
BMW,Diesel,Hatchback,144,267,2637,48909
Ford,Gasoline,Sedan,315,164,2238,28070
Toyota,Diesel,SUV,332,117,3030,16284
Honda,Diesel,Hatchback,292,92,2463,26737
Honda,Gasoline,SUV,150,118,2452,28241
Honda,Gasoline,SUV,313,276,2783,32414
BMW,Diesel,Sedan,250,190,2896,25895
BMW,Gasoline,Sedan,374,187,2370,31771
BMW,Diesel,Sedan,175,124,3572,6384
Ford,Diesel,Hatchback,319,259,2486,27689
Toyota,Gasoline,Sedan,286,275,3234,32475
BMW,Diesel,Sedan,388,152,2164,13252
Toyota,Diesel,Hatchback,127,90,3148,35844
Ford,Diesel,Hatchback,279,283,3360,35151
Honda,Diesel,Sedan,352,227,2191,45006
BMW,Gasoline,Sedan,225,264,2729,28365
Toyota,Gasoline,Sedan,276,248,2213,11026
Toyota,Diesel,Sedan,136,108,2573,37767
BMW,Gasoline,SUV,198,88,3351,33523
Honda,Diesel,SUV,197,52,2956,15482
Honda,Diesel,Sedan,226,253,2380,46432
Honda,Diesel,SUV,267,56,2672,30108
Ford,Diesel,Hatchback,179,98,3601,5493
Toyota,Diesel,SUV,393,75,2797,21465
Toyota,Gasoline,SUV,225,210,2238,44767
Toyota,Diesel,Sedan,249,150,3555,34550
Ford,Gasoline,SUV,115,225,2699,18833
Toyota,Gasoline,SUV,127,128,3105,7970
Ford,Diesel,SUV,272,51,3386,37779
Honda,Diesel,SUV,145,282,2504,34958
BMW,Diesel,Hatchback,335,176,2201,22145
Toyota,Diesel,Sedan,313,248,2919,40953
Toyota,Diesel,Sedan,184,209,3527,6806
Honda,Gasoline,Hatchback,381,181,3667,10664
BMW,Diesel,SUV,331,69,2036,33900
Ford,Diesel,Hatchback,184,291,2643,19126
BMW,Gasoline,SUV,164,166,3612,10154
Honda,Gasoline,Hatchback,233,213,3624,27208
Honda,Diesel,Sedan,250,81,3996,18767
BMW,Gasoline,Sedan,214,77,3425,25043
Ford,Diesel,Sedan,163,126,2764,6525
Ford,Gasoline,SUV,257,50,3879,38528
Toyota,Gasoline,SUV,176,237,2705,21978
Ford,Diesel,Hatchback,245,105,3199,6055
BMW,Gasoline,Hatchback,324,84,2544,15046
Honda,Gasoline,Sedan,202,161,3593,40851
Toyota,Gasoline,SUV,187,79,3490,20678
Toyota,Gasoline,Hatchback,267,103,3224,49876
Honda,Gasoline,SUV,269,85,2539,31624
Ford,Gasoline,SUV,234,298,3570,47418
Honda,Diesel,Sedan,149,232,3016,43725
Ford,Diesel,Sedan,233,266,3660,10255
Honda,Gasoline,SUV,236,129,2393,14411
BMW,Diesel,SUV,344,107,2832,47459
Ford,Diesel,SUV,208,132,3065,41163
BMW,Diesel,SUV,386,114,2596,38971
Toyota,Gasoline,Sedan,120,118,2392,36235
Honda,Diesel,Hatchback,189,177,2699,24194
Toyota,Gasoline,Sedan,395,100,3646,24476
Toyota,Diesel,Hatchback,211,71,3806,8044
Toyota,Gasoline,SUV,176,265,2440,45040
Toyota,Gasoline,Hatchback,276,156,3860,26057
Honda,Diesel,Sedan,247,158,3640,8514
Toyota,Diesel,Sedan,200,165,3529,14990
Honda,Gasoline,SUV,345,150,2917,43960
Honda,Diesel,Sedan,216,230,2319,48535
BMW,Diesel,SUV,191,149,2552,12507
Ford,Diesel,Sedan,127,213,3238,9857
Ford,Gasoline,Sedan,124,117,3094,17118
Honda,Gasoline,SUV,157,85,2567,8146
BMW,Diesel,Hatchback,396,229,2918,31401
Honda,Diesel,Sedan,233,230,2235,31177
Honda,Diesel,Hatchback,348,259,3304,43524
Honda,Gasoline,Sedan,137,227,2986,9414
BMW,Gasoline,Sedan,174,257,3640,22494
Ford,Diesel,Sedan,241,218,3925,25437
BMW,Diesel,Sedan,267,195,3910,8937
Toyota,Diesel,Hatchback,358,71,3185,41731
BMW,Diesel,Hatchback,324,115,3214,26326
BMW,Diesel,Sedan,251,70,3032,43665
BMW,Diesel,Sedan,118,149,2059,13974
BMW,Gasoline,Hatchback,245,177,2892,22500
Ford,Diesel,SUV,340,93,3840,6750
Toyota,Gasoline,SUV,336,152,2224,9027
Ford,Diesel,Hatchback,134,96,3842,49296
Ford,Diesel,Sedan,289,88,2699,10745
BMW,Gasoline,Sedan,100,78,2581,26448
Honda,Gasoline,SUV,252,103,3828,47447
Honda,Gasoline,SUV,225,139,3310,33451
Ford,Gasoline,Hatchback,325,134,2993,33207
Ford,Diesel,SUV,320,66,2168,10938
BMW,Gasoline,Hatchback,310,129,3085,17150
Ford,Diesel,SUV,124,237,3372,18406
BMW,Gasoline,SUV,115,208,3465,24781
Honda,Diesel,SUV,281,292,2013,42621
Honda,Diesel,Sedan,228,122,2163,23325
Toyota,Diesel,Sedan,141,272,3443,8148
Honda,Diesel,Sedan,335,255,2756,33879
Ford,Diesel,SUV,133,98,3870,12933
Honda,Diesel,Hatchback,144,150,3543,14436
BMW,Gasoline,Hatchback,233,51,3689,22669
Honda,Diesel,Hatchback,120,293,3571,11474
Toyota,Gasoline,Hatchback,221,225,3583,16228
Honda,Gasoline,Sedan,169,287,3620,38538
BMW,Diesel,Sedan,147,191,3051,6843
BMW,Gasoline,SUV,138,108,3731,5073
Ford,Diesel,SUV,386,146,2445,21059
Honda,Gasoline,Hatchback,109,148,3231,25733
BMW,Diesel,Sedan,129,235,3493,45768
Toyota,Gasoline,Hatchback,343,152,2715,30395
Ford,Diesel,SUV,373,235,2975,25202
Toyota,Diesel,SUV,187,288,2818,18273
Honda,Diesel,Hatchback,343,228,2103,38099
Honda,Diesel,SUV,114,261,2741,12512
Honda,Gasoline,Hatchback,103,51,2425,33231
Ford,Diesel,Sedan,290,292,3124,28274
BMW,Gasoline,Hatchback,267,90,3564,42699
Ford,Gasoline,Sedan,108,260,2638,27409
Toyota,Gasoline,Sedan,208,172,2849,10113
Ford,Diesel,SUV,236,278,3545,46187
Toyota,Gasoline,SUV,253,131,3129,7881
Ford,Gasoline,SUV,308,193,3702,24249
BMW,Gasoline,Hatchback,371,181,2768,40343
Toyota,Diesel,Hatchback,242,189,3830,17714
Honda,Diesel,SUV,198,78,2276,43953
Honda,Gasoline,Hatchback,168,184,3088,13656
Ford,Diesel,SUV,346,63,3806,10741
Honda,Diesel,Hatchback,360,296,2899,21661
Toyota,Gasoline,Sedan,375,61,2187,36555
Honda,Gasoline,Sedan,178,148,3340,33690
BMW,Diesel,SUV,245,182,3939,37833
BMW,Gasoline,Hatchback,210,130,3161,42030
Ford,Diesel,Hatchback,357,299,3366,10704
Toyota,Diesel,Sedan,192,155,2104,46362
BMW,Diesel,Sedan,112,81,2545,17175
BMW,Diesel,SUV,359,123,2379,17696
Toyota,Diesel,Sedan,208,220,2109,44023
Honda,Diesel,SUV,288,130,3967,45209
Honda,Gasoline,Sedan,194,118,2544,33054
Ford,Gasoline,Sedan,204,94,2353,26076
Honda,Diesel,Hatchback,107,155,2742,19986
Toyota,Diesel,Sedan,166,186,2316,19440
BMW,Diesel,Sedan,290,226,3289,12960
Honda,Gasoline,SUV,355,210,3717,27462
Ford,Diesel,Sedan,108,277,3875,22821
Honda,Gasoline,SUV,216,149,3088,32258
Toyota,Diesel,Sedan,366,195,2332,32353
Ford,Diesel,Sedan,198,58,3536,28416
Honda,Gasoline,SUV,397,111,3156,27115
Ford,Gasoline,Hatchback,263,234,2591,29968
Toyota,Diesel,SUV,240,78,2782,27731
BMW,Diesel,SUV,367,174,3776,27785
Toyota,Diesel,SUV,136,163,2539,44397
Toyota,Gasoline,Hatchback,173,255,2734,18828
Toyota,Gasoline,Sedan,172,202,3558,9541
Toyota,Gasoline,SUV,298,192,3519,45644
BMW,Gasoline,SUV,229,183,2620,18311
BMW,Gasoline,Hatchback,345,169,2618,35531
Ford,Gasoline,SUV,159,219,3680,19588
Honda,Diesel,Sedan,378,206,3392,17380
BMW,Diesel,Hatchback,202,128,3889,47645
BMW,Gasoline,Sedan,395,142,2908,22818
Honda,Diesel,Sedan,250,53,3933,35857
BMW,Diesel,Hatchback,256,131,3674,26711
Toyota,Gasoline,SUV,305,291,3819,10097
Toyota,Diesel,Sedan,278,234,3833,33393
Honda,Gasoline,Sedan,296,226,2991,27076
Ford,Gasoline,Sedan,322,221,2098,23738
Ford,Diesel,Sedan,188,280,2316,34317
Honda,Gasoline,Hatchback,386,257,2122,44229
Honda,Gasoline,Hatchback,375,124,3343,12044
Toyota,Gasoline,Sedan,335,63,2798,10497
Ford,Gasoline,SUV,282,180,3616,18751
BMW,Gasoline,Sedan,308,292,3518,34882
Toyota,Gasoline,SUV,229,163,2456,47072
Honda,Gasoline,Sedan,252,111,2521,48194
Ford,Gasoline,SUV,112,155,2519,48826
BMW,Diesel,Sedan,221,113,2916,27449
BMW,Diesel,SUV,319,151,2716,49028
Toyota,Diesel,Sedan,205,222,2314,38402
Ford,Gasoline,Sedan,169,155,3969,37543
Ford,Gasoline,SUV,294,259,2708,34362
Honda,Diesel,Hatchback,285,235,2709,32315
Ford,Diesel,SUV,198,69,3565,32746
Ford,Diesel,Hatchback,181,107,3502,15057
Toyota,Gasoline,Sedan,174,161,3936,47915
Ford,Diesel,SUV,291,266,3994,26061
BMW,Diesel,SUV,313,106,3043,39157
Toyota,Gasoline,SUV,243,279,2559,16322
Toyota,Diesel,Hatchback,315,254,2968,9276
Honda,Gasoline,Hatchback,114,245,3153,17306
Ford,Gasoline,Sedan,316,168,3316,39017
Honda,Gasoline,Hatchback,134,255,3920,32742
BMW,Diesel,Hatchback,282,146,3155,36600
Toyota,Diesel,Sedan,369,141,2355,22629
Toyota,Gasoline,SUV,199,101,3077,13245
Toyota,Diesel,SUV,106,86,2889,36414
BMW,Diesel,Sedan,129,57,2792,48870
BMW,Diesel,SUV,243,93,3410,35098
Honda,Diesel,Hatchback,210,147,2264,15588
Honda,Gasoline,Sedan,331,285,2981,5442
Honda,Diesel,Sedan,278,182,3238,44744
Ford,Gasoline,Sedan,171,167,3483,42443
Toyota,Gasoline,SUV,309,118,3481,16803
Toyota,Diesel,Sedan,319,208,2801,45721
Honda,Gasoline,Sedan,179,94,2042,42145
Toyota,Diesel,Sedan,182,186,3609,15599
Honda,Diesel,SUV,141,283,2861,12058
Ford,Gasoline,Hatchback,372,81,3301,22206
Ford,Gasoline,Sedan,290,82,3861,16894
BMW,Gasoline,Hatchback,272,175,3777,7939
Ford,Gasoline,SUV,106,116,3153,27149
Honda,Diesel,SUV,254,79,2349,6031
Ford,Diesel,SUV,109,163,3729,15208
BMW,Diesel,SUV,133,253,3567,5562
Toyota,Gasoline,Hatchback,135,78,3129,48498
Honda,Gasoline,Sedan,105,180,2911,25951
Toyota,Gasoline,SUV,314,267,3739,33351
BMW,Diesel,SUV,233,234,2000,23680
BMW,Gasoline,Hatchback,384,79,3780,26586
BMW,Diesel,Hatchback,225,186,2583,14308
Toyota,Gasoline,SUV,273,203,2431,14609
Toyota,Diesel,Sedan,251,179,3329,34495
Toyota,Diesel,Sedan,125,111,3932,22675
Toyota,Gasoline,SUV,214,52,3550,33064
BMW,Gasoline,Hatchback,383,223,2052,13720
BMW,Diesel,SUV,174,117,2939,47940
Honda,Diesel,SUV,265,74,2519,19457
Honda,Gasoline,Hatchback,288,228,3353,7939
Toyota,Gasoline,SUV,177,190,3581,43203
Ford,Diesel,SUV,189,280,3348,28365
Ford,Gasoline,SUV,275,93,3137,10392
BMW,Diesel,Hatchback,120,212,2146,30905
BMW,Diesel,Sedan,153,104,3189,12972
BMW,Gasoline,Sedan,283,264,3402,35653
Honda,Gasoline,Hatchback,321,186,3162,31329
Honda,Gasoline,Sedan,278,179,2628,24184
BMW,Gasoline,SUV,375,238,2298,19799
BMW,Gasoline,Sedan,211,295,3299,20052
BMW,Diesel,SUV,323,90,3939,11044
Ford,Diesel,Sedan,313,221,2788,24871
Honda,Gasoline,Hatchback,158,113,2849,28767
Ford,Gasoline,Sedan,208,80,3848,25234
Ford,Gasoline,Sedan,256,285,2177,26381
BMW,Diesel,Sedan,290,96,2841,22274
BMW,Gasoline,Hatchback,299,179,3377,27304
Toyota,Gasoline,Sedan,295,145,3177,22572
Toyota,Diesel,Hatchback,134,259,3949,43412
Ford,Diesel,SUV,345,126,3224,30965
Honda,Gasoline,Sedan,336,159,2877,23384
BMW,Gasoline,Hatchback,203,118,3138,22855
BMW,Gasoline,Hatchback,106,107,3694,22920
Ford,Diesel,Sedan,382,155,3577,21702
Toyota,Gasoline,SUV,100,93,2758,42921
Honda,Gasoline,Hatchback,318,123,3091,6894
Toyota,Gasoline,Sedan,329,105,3468,35985
Toyota,Diesel,SUV,271,220,2444,33287
Toyota,Diesel,Hatchback,186,176,3349,12991
Toyota,Gasoline,Hatchback,140,266,3869,20439
BMW,Gasoline,SUV,222,211,2707,34084
BMW,Diesel,SUV,397,278,2601,47235
Toyota,Diesel,Sedan,277,79,3646,32659
Honda,Diesel,Sedan,162,120,3903,29976
Ford,Diesel,Hatchback,264,247,3382,43703
Honda,Diesel,SUV,286,167,2144,22107
Honda,Diesel,SUV,308,104,2274,7329
Honda,Diesel,SUV,326,116,2508,47095
Toyota,Diesel,Hatchback,147,190,3202,7770
BMW,Diesel,SUV,323,52,2752,9846
Honda,Gasoline,SUV,102,75,3861,21651
Toyota,Gasoline,Hatchback,274,106,3854,19633
Honda,Gasoline,Sedan,198,175,2476,18628
Honda,Diesel,Sedan,215,201,3866,5569
Toyota,Gasoline,Hatchback,369,102,3999,6973
BMW,Diesel,SUV,352,247,3437,40590
BMW,Diesel,Hatchback,194,92,3176,38038
Ford,Gasoline,Sedan,372,237,3127,12641
Toyota,Diesel,Sedan,123,235,3098,13930
Ford,Gasoline,Hatchback,215,98,3151,11680
Ford,Gasoline,Hatchback,250,91,3734,6257
Ford,Gasoline,Sedan,149,253,2665,13250
BMW,Diesel,Hatchback,305,290,2567,43138
Toyota,Gasoline,Sedan,178,277,3813,33757
Ford,Diesel,Hatchback,169,243,3368,9858
Toyota,Gasoline,Hatchback,126,60,2530,46349
Toyota,Gasoline,Hatchback,370,152,2158,18491
BMW,Gasoline,Sedan,149,147,3561,30294
Ford,Diesel,Hatchback,391,267,3449,11908
Ford,Diesel,Sedan,346,195,2680,15844
Toyota,Diesel,Sedan,363,134,2022,42629
Honda,Gasoline,Hatchback,178,149,3070,7911
BMW,Gasoline,Hatchback,289,153,2524,13991
BMW,Diesel,Sedan,146,229,2728,16572
BMW,Diesel,Sedan,288,95,3857,48066
BMW,Diesel,SUV,355,93,3729,34693
Ford,Diesel,Sedan,321,71,2143,45004
Ford,Diesel,SUV,340,230,3608,43333
Honda,Diesel,SUV,368,236,2667,22493
BMW,Gasoline,SUV,100,271,3612,44697
BMW,Diesel,Hatchback,133,163,3442,22634
Toyota,Gasoline,Hatchback,178,284,2680,29561
Ford,Gasoline,Sedan,335,174,2972,23033
BMW,Diesel,SUV,197,173,2798,12351
Honda,Diesel,Hatchback,181,79,2084,30921
Honda,Gasoline,Hatchback,291,57,2415,24340
Ford,Diesel,Hatchback,352,147,2693,19901
Honda,Diesel,Hatchback,137,106,2481,15638
Honda,Gasoline,Hatchback,113,160,2455,43596
Ford,Gasoline,SUV,308,122,2826,26378
BMW,Gasoline,SUV,188,164,2296,49324
BMW,Diesel,SUV,155,69,3135,27820
Honda,Gasoline,SUV,193,281,3985,30060
Honda,Diesel,Sedan,192,74,3253,37642
BMW,Gasoline,SUV,184,68,3119,30378
Ford,Gasoline,Hatchback,344,54,2949,13150
Honda,Gasoline,SUV,121,124,2679,47875
Toyota,Diesel,Sedan,390,256,2377,29059
Ford,Diesel,Hatchback,371,177,3179,39525
Honda,Gasoline,SUV,221,121,2420,23193
Honda,Gasoline,SUV,227,260,2104,48967
Toyota,Gasoline,SUV,212,264,3728,32801
Toyota,Diesel,Hatchback,372,204,2329,31246
BMW,Gasoline,Hatchback,229,89,2438,17807
Ford,Diesel,Sedan,231,273,3155,22535
Ford,Gasoline,Hatchback,184,75,3890,10492
BMW,Gasoline,Hatchback,180,76,2381,36357
Ford,Gasoline,SUV,168,239,2137,11302
Ford,Gasoline,Hatchback,247,132,2942,37314
Ford,Gasoline,SUV,115,177,2842,9747
Ford,Gasoline,SUV,204,227,2269,46170
Ford,Diesel,Hatchback,264,219,3573,15686
Toyota,Gasoline,Sedan,300,206,2395,42449
Ford,Diesel,Sedan,296,216,3580,23891
Toyota,Gasoline,Hatchback,284,237,2912,41196
Ford,Gasoline,Sedan,364,218,2463,34928
BMW,Diesel,SUV,199,82,3698,12494
Honda,Gasoline,SUV,313,260,2449,41723
Toyota,Diesel,Hatchback,377,278,3354,34877
Ford,Diesel,Sedan,261,260,3276,32981
BMW,Gasoline,Sedan,256,146,3704,19026
Honda,Diesel,SUV,350,160,3986,25422
Toyota,Diesel,Hatchback,196,65,3308,14244
Honda,Gasoline,Sedan,117,72,3297,38481
BMW,Diesel,Hatchback,196,184,2019,28644
Toyota,Gasoline,Sedan,100,75,2238,48848
Honda,Gasoline,SUV,315,145,3293,13521
Ford,Gasoline,SUV,231,61,2417,6746
Toyota,Gasoline,Hatchback,359,121,3968,22591
Honda,Diesel,SUV,224,182,3333,31718
BMW,Gasoline,Sedan,181,155,3054,7696
BMW,Gasoline,SUV,382,269,3849,17012
Toyota,Diesel,Hatchback,270,166,3127,19688
Honda,Gasoline,Hatchback,158,246,3705,28457
Toyota,Gasoline,Hatchback,131,226,2185,10036
Toyota,Diesel,Sedan,260,75,3151,44895
Honda,Diesel,Sedan,383,182,3233,34960
Honda,Diesel,Sedan,205,71,3437,41486
Ford,Diesel,Sedan,204,256,3304,27159
Honda,Diesel,Sedan,327,62,3982,12910
BMW,Diesel,SUV,287,205,2252,7693
Toyota,Diesel,Sedan,169,210,2018,20858
Toyota,Gasoline,Sedan,389,156,2711,33810
BMW,Diesel,SUV,186,72,3755,25092
Honda,Diesel,Sedan,155,146,3159,28243
BMW,Diesel,Hatchback,212,284,2222,35505
BMW,Gasoline,Sedan,112,67,2002,12692
Ford,Gasoline,Sedan,117,291,3986,33555
BMW,Diesel,Hatchback,281,166,3259,11398
Toyota,Diesel,Hatchback,212,79,2853,12252
BMW,Diesel,Hatchback,328,75,3488,16721
Toyota,Gasoline,Hatchback,270,193,2227,22939
Toyota,Gasoline,Sedan,394,254,2912,16825
Toyota,Diesel,Hatchback,288,88,3677,30251
Honda,Gasoline,Hatchback,178,210,2498,41955
Ford,Diesel,SUV,245,203,2520,29151
Toyota,Gasoline,Hatchback,281,225,2701,5036
Toyota,Gasoline,Hatchback,385,242,3885,33412
Honda,Diesel,SUV,349,290,2916,23171
Toyota,Diesel,SUV,295,215,3995,44051
BMW,Diesel,Sedan,170,179,3700,37761
BMW,Diesel,SUV,347,162,3162,20202
Ford,Gasoline,Sedan,245,183,3299,13060
Toyota,Gasoline,SUV,205,95,2290,13065
Honda,Gasoline,SUV,362,99,3076,34873
BMW,Diesel,Sedan,395,215,3710,41648
Honda,Gasoline,SUV,169,155,3133,10932
Honda,Diesel,Sedan,292,265,2714,31470
BMW,Gasoline,SUV,167,195,2947,13328
Honda,Diesel,Hatchback,151,204,2647,11333
BMW,Diesel,SUV,384,218,3027,16268
Honda,Gasoline,Sedan,108,121,3690,10067
BMW,Diesel,SUV,350,269,2683,49843
Toyota,Diesel,Sedan,397,123,3959,22045
Ford,Gasoline,Sedan,283,66,2869,45741
BMW,Diesel,Hatchback,278,296,3070,27770
BMW,Diesel,Hatchback,297,239,2093,47770
Ford,Diesel,Sedan,227,206,2939,12887
BMW,Gasoline,SUV,119,235,2559,38182
BMW,Gasoline,Sedan,164,119,3775,37370
Honda,Diesel,Sedan,281,255,3882,44618
Ford,Gasoline,SUV,340,199,2212,29918
Toyota,Diesel,SUV,123,295,2435,40497
BMW,Diesel,SUV,182,55,2851,33026
Ford,Diesel,SUV,284,75,2507,16929
Honda,Diesel,Sedan,198,216,2835,41665
Toyota,Diesel,Sedan,161,189,2650,39937
Ford,Gasoline,Hatchback,385,148,2204,18563
Toyota,Diesel,Sedan,121,191,2380,33546
Toyota,Gasoline,SUV,311,71,3096,17888
Toyota,Gasoline,Hatchback,225,100,3539,42338
BMW,Diesel,SUV,141,200,3099,39283
BMW,Diesel,Sedan,197,225,3864,21958
Honda,Gasoline,Hatchback,130,248,2076,17634
Honda,Gasoline,SUV,257,153,2815,24251
Ford,Gasoline,Hatchback,211,227,2767,24928
Honda,Diesel,Hatchback,346,138,2409,42245
Toyota,Gasoline,Sedan,221,190,3637,21455
Toyota,Diesel,SUV,372,262,2105,32144
BMW,Diesel,Hatchback,393,282,3868,33013
Toyota,Diesel,Hatchback,306,187,2550,26876
Ford,Gasoline,SUV,209,294,3499,31962
Toyota,Diesel,Hatchback,377,232,2825,33084
Toyota,Diesel,Hatchback,155,58,3298,47319
Ford,Diesel,Hatchback,156,128,2087,26143
Honda,Diesel,SUV,390,101,3746,31091
Honda,Diesel,SUV,213,179,2880,19179
